#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-29T18:43:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c509eb057ec	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-order=I
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
_RAJ2000|_DEJ2000|RAJ2000|DEJ2000|Vmag|B-V
267.802083|-30.557222|17 51 12.5|-30 33 26| 6.66| 0.04
271.361250|-81.486389|18 05 26.7|-81 29 11| 6.35| 1.50
268.056667|-34.799167|17 52 13.6|-34 47 57| 5.90|-0.10
268.082083|-34.416667|17 52 19.7|-34 25 00| 5.84| 1.13
268.219583|-41.996667|17 52 52.7|-41 59 48| 6.20| 0.54
267.681250|+11.946667|17 50 43.5|+11 56 48| 6.17| 1.25
268.205000|-34.114167|17 52 49.2|-34 06 51| 6.06| 1.23
268.232917|-35.018611|17 52 55.9|-35 01 07| 6.45| 0.02
268.241250|-35.624167|17 52 57.9|-35 37 27| 6.03| 0.34
267.595417|+29.322222|17 50 22.9|+29 19 20| 5.50| 1.05
267.701667|+22.316389|17 50 48.4|+22 18 59| 5.98|
267.267917|+50.781111|17 49 04.3|+50 46 52| 5.02| 0.02
268.331667|-34.730556|17 53 19.6|-34 43 50| 6.17|-0.03
268.347083|-34.895278|17 53 23.3|-34 53 43| 5.60| 1.14
267.997917| -1.236667|17 51 59.5|-01 14 12| 6.35| 1.12
268.439583|-34.785833|17 53 45.5|-34 47 09| 6.38| 0.00
268.161667| -6.143611|17 52 38.8|-06 08 37| 6.21| 1.40
268.478750|-34.752500|17 53 54.9|-34 45 09| 5.96|-0.01
268.492083|-34.831667|17 53 58.1|-34 49 54| 6.42| 0.01
267.513750|+48.394167|17 50 03.3|+48 23 39| 6.68|-0.11
267.993750|+15.325833|17 51 58.5|+15 19 33| 6.46|
268.265000|-10.899722|17 53 03.6|-10 53 59| 6.18| 1.11
268.147500| +1.305000|17 52 35.4|+01 18 18| 5.95| 1.58
268.613333|-34.466389|17 54 27.2|-34 27 59| 5.96|-0.01
267.808333|+40.072500|17 51 14.0|+40 04 21| 6.46|
268.309167| +6.101389|17 53 14.2|+06 06 05| 5.77| 0.42
268.782917|-36.475833|17 55 07.9|-36 28 33| 6.06| 0.08
268.725000|-24.887222|17 54 54.0|-24 53 14| 6.20| 0.04
268.019583|+39.982222|17 52 04.7|+39 58 56| 6.04| 1.33
268.004167|+46.643333|17 52 01.0|+46 38 36| 6.38| 1.09
269.197500|-44.342222|17 56 47.4|-44 20 32| 4.86| 1.21
268.559167|+11.130556|17 54 14.2|+11 07 50| 6.38| 0.45
268.325417|+40.008056|17 53 18.1|+40 00 29| 5.16| 1.18
269.232500|-40.305556|17 56 55.8|-40 18 20| 6.43| 1.43
268.979167|-18.802222|17 55 55.0|-18 48 08| 6.52| 0.05
269.174583|-28.065278|17 56 41.9|-28 03 55| 5.80| 0.21
269.079167|-15.812500|17 56 19.0|-15 48 45| 5.89| 0.05
269.448750|-41.716111|17 57 47.7|-41 42 58| 4.88| 1.65
269.490833|-39.136944|17 57 57.8|-39 08 13| 6.29| 0.01
269.076667| +0.670278|17 56 18.4|+00 40 13| 5.82| 0.09
268.855000|+26.050000|17 55 25.2|+26 03 00| 5.46| 0.34
269.198750| -4.081944|17 56 47.7|-04 04 55| 5.47| 1.16
268.961667|+22.464167|17 55 50.8|+22 27 51| 5.58| 1.24
268.382083|+56.872778|17 53 31.7|+56 52 22| 3.75| 1.18
269.267917| +0.066389|17 57 04.3|+00 03 59| 5.97| 0.10
269.233333| +6.487778|17 56 56.0|+06 29 16| 6.29| 0.00
269.731667|-36.858333|17 58 55.6|-36 51 30| 5.74| 0.90
269.662917|-28.759167|17 58 39.1|-28 45 33| 6.01|-0.08
269.771667|-30.253056|17 59 05.2|-30 15 11| 5.16| 1.77
269.772917|-30.253333|17 59 05.5|-30 15 12| 7.04| 1.06
269.063333|+37.250556|17 56 15.2|+37 15 02| 3.86| 1.35
269.362083|+11.044167|17 57 26.9|+11 02 39| 6.36| 0.11
269.309583|+23.995833|17 57 14.3|+23 59 45| 6.30| 0.63
269.756667| -9.773611|17 59 01.6|-09 46 25| 3.34| 0.99
268.848750|+55.971389|17 55 23.7|+55 58 17| 6.10| 0.32
269.948333|-23.816111|17 59 47.6|-23 48 58| 4.76|-0.04
267.362500|+76.962778|17 49 27.0|+76 57 46| 5.04| 0.49
269.201667|+45.350833|17 56 48.4|+45 21 03| 6.02| 1.64
269.441250|+29.247778|17 57 45.9|+29 14 52| 3.70| 0.94
270.000417|-20.339167|18 00 00.1|-20 20 21| 6.21| 1.40
269.151667|+51.488889|17 56 36.4|+51 29 20| 2.23| 1.52
269.902917| -4.821389|17 59 36.7|-04 49 17| 5.87| 1.56
269.625833|+30.189444|17 58 30.2|+30 11 22| 4.41| 0.39
270.451250|-36.377778|18 01 48.3|-36 22 40| 6.30|-0.03
270.064583| +0.629444|18 00 15.5|+00 37 46| 6.37| 0.15
270.120833| -3.690278|18 00 29.0|-03 41 25| 4.62| 0.38
269.676250|+36.287778|17 58 42.3|+36 17 16| 6.00| 0.94
270.065833| +4.368611|18 00 15.8|+04 22 07| 4.64|-0.03
270.014167|+16.750833|18 00 03.4|+16 45 03| 4.67| 1.26
270.161250| +2.931667|18 00 38.7|+02 55 54| 3.97| 0.02
270.346250|-17.156944|18 01 23.1|-17 09 25| 6.28| 1.80
270.476667|-22.780556|18 01 54.4|-22 46 50| 5.77| 0.00
267.543750|+78.306667|17 50 10.5|+78 18 24| 6.24| 1.44
269.717917|+45.476111|17 58 52.3|+45 28 34| 6.48|-0.08
270.220417| +6.268333|18 00 52.9|+06 16 06| 6.34|-0.08
270.115417|+19.505833|18 00 27.7|+19 30 21| 6.50|-0.06
283.695417|-87.605833|18 54 46.9|-87 36 21| 5.28| 1.28
270.238333|+15.093333|18 00 57.2|+15 05 36| 6.26| 0.69
270.438333| +1.305278|18 01 45.2|+01 18 19| 4.45| 0.02
270.712917|-24.282222|18 02 51.1|-24 16 56| 5.34| 0.52
268.796667|+72.005000|17 55 11.2|+72 00 18| 5.45| 0.30
270.151667|+33.213889|18 00 36.4|+33 12 50| 5.99| 1.51
270.757083|-22.718333|18 03 01.7|-22 43 06| 6.74|-0.05
269.984167|+45.501389|17 59 56.2|+45 30 05| 5.67| 1.57
270.374583|+21.595278|18 01 29.9|+21 35 43| 5.18| 0.95
270.376667|+21.595556|18 01 30.4|+21 35 44| 4.96| 0.12
272.815417|-75.891389|18 11 15.7|-75 53 29| 5.86| 1.24
270.692917| -5.358611|18 02 46.3|-05 21 31| 6.76| 0.16
270.770833| -8.180278|18 03 05.0|-08 10 49| 5.94|
270.770417| -8.180556|18 03 04.9|-08 10 50| 5.24| 0.38
268.610833|+75.170833|17 54 26.6|+75 10 15| 6.36| 0.98
270.968333|-24.360556|18 03 52.4|-24 21 38| 5.97| 0.00
270.399583|+33.311389|18 01 35.9|+33 18 41| 6.15| 1.55
270.596250|+20.833611|18 02 23.1|+20 50 01| 5.28|-0.09
271.210000|-35.901389|18 04 50.4|-35 54 05| 6.00| 1.16
271.951250|-64.550000|18 07 48.3|-64 33 00| 6.41| 1.26
270.625417|+22.923056|18 02 30.1|+22 55 23| 6.21|-0.10
271.255417|-29.580000|18 05 01.3|-29 34 48| 4.69| 0.78
271.657917|-50.091667|18 06 37.9|-50 05 30| 3.66|-0.08
270.811250|+19.613056|18 03 14.7|+19 36 47| 6.50| 0.01
272.145000|-63.668333|18 08 34.8|-63 40 06| 4.35| 0.22
271.452083|-30.424167|18 05 48.5|-30 25 27| 2.99| 1.00
271.155417| +1.919167|18 04 37.3|+01 55 09| 6.14| 0.00
271.598750|-36.019722|18 06 23.7|-36 01 11| 5.95| 0.62
271.707500|-43.424722|18 06 49.8|-43 25 29| 5.77| 0.22
271.707500|-43.424722|18 06 49.8|-43 25 29| 5.77|
273.143750|-73.671667|18 12 34.5|-73 40 18| 5.85| 0.46
271.363750| +2.499444|18 05 27.3|+02 29 58| 4.03| 0.86
270.787500|+48.464444|18 03 09.0|+48 27 52| 6.21| 0.03
271.167500|+23.942500|18 04 40.2|+23 56 33| 6.34| 0.30
271.530833| -8.323889|18 06 07.4|-08 19 26| 5.85| 0.21
271.563333| -4.751389|18 06 15.2|-04 45 05| 5.77| 0.96
271.530833| -0.446667|18 06 07.4|-00 26 48| 6.34| 1.06
271.430417|+12.003889|18 05 43.3|+12 00 14| 7.04| 0.30
272.125417|-45.767222|18 08 30.1|-45 46 02| 6.15|-0.08
272.490000|-59.040000|18 09 57.6|-59 02 24| 6.38| 1.55
272.608750|-62.002222|18 10 26.1|-62 00 08| 5.49| 0.58
271.797500|-21.443889|18 07 11.4|-21 26 38| 6.28| 0.12
271.375833|+21.646944|18 05 30.2|+21 38 49| 6.15| 1.23
271.180000|+40.084167|18 04 43.2|+40 05 03| 6.52| 0.46
271.507917|+22.218889|18 06 01.9|+22 13 08| 5.06| 1.58
272.020833|-28.457222|18 08 05.0|-28 27 26| 4.57| 0.94
271.253333|+41.946667|18 05 00.8|+41 56 48| 6.34| 0.26
271.456667|+32.230556|18 05 49.6|+32 13 50| 5.71| 1.16
271.951667|-17.154167|18 07 48.4|-17 09 15| 5.52| 1.11
271.826667| +8.733889|18 07 18.4|+08 44 02| 4.64| 0.96
271.837500| +9.563889|18 07 21.0|+09 33 50| 3.73| 0.12
272.343333|-36.672500|18 09 22.4|-36 40 21| 6.58|-0.03
272.225417|-25.472500|18 08 54.1|-25 28 21| 6.61| 0.02
273.600417|-70.751389|18 14 24.1|-70 45 05| 6.73|-0.03
271.756250|+30.561944|18 07 01.5|+30 33 43| 5.04| 0.52
271.951667|+13.071111|18 07 48.4|+13 04 16| 6.63| 0.07
272.499583|-32.719722|18 09 59.9|-32 43 11| 6.43| 1.02
272.768750|-47.513056|18 11 04.5|-47 30 47| 6.07| 1.20
271.885833|+28.762500|18 07 32.6|+28 45 45| 3.83|-0.03
272.523750|-30.728611|18 10 05.7|-30 43 43| 5.53| 0.97
271.956250|+26.101389|18 07 49.5|+26 06 05| 5.86| 0.12
271.956250|+26.097500|18 07 49.5|+26 05 51| 5.90| 0.14
272.807500|-45.954444|18 11 13.8|-45 57 16| 4.53| 1.01
272.140417|+14.284722|18 08 33.7|+14 17 05| 6.37| 0.17
272.430833|-13.934444|18 09 43.4|-13 56 04| 6.39| 1.42
272.773333|-41.359167|18 11 05.6|-41 21 33| 5.86| 0.29
272.189583|+20.814444|18 08 45.5|+20 48 52| 4.36|-0.16
272.730000|-33.799722|18 10 55.2|-33 47 59| 6.16|-0.14
263.053750|+86.586389|17 32 12.9|+86 35 11| 4.36| 0.02
271.722917|+50.822778|18 06 53.5|+50 49 22| 6.29| 1.04
271.870000|+43.461667|18 07 28.8|+43 27 42| 5.00| 0.91
271.776250|+49.710556|18 07 06.3|+49 42 38| 6.32|
272.009167|+36.401389|18 08 02.2|+36 24 05| 5.48| 1.17
272.220417|+20.045278|18 08 52.9|+20 02 43| 5.10| 0.15
272.390833| +3.993333|18 09 33.8|+03 59 36| 5.73| 0.37
273.567500|-63.689444|18 14 16.2|-63 41 22| 6.47| 1.41
272.475000| +3.119722|18 09 54.0|+03 07 11| 5.69| 0.47
272.811667|-19.842222|18 11 14.8|-19 50 32| 6.36| 0.16
272.292500|+30.469444|18 09 10.2|+30 28 10| 6.38| 1.19
272.667917| +3.324167|18 10 40.3|+03 19 27| 5.51| 1.19
272.930833|-23.701111|18 11 43.4|-23 42 04| 4.98| 1.05
272.992500|-28.901389|18 11 58.2|-28 54 05| 6.51|-0.01
272.536250|+16.476667|18 10 08.7|+16 28 36| 6.09|
273.302500|-41.336111|18 13 12.6|-41 20 10| 5.47|-0.17
273.920417|-63.055556|18 15 40.9|-63 03 20| 5.60| 0.92
272.406250|+38.457500|18 09 37.5|+38 27 27| 6.40| 0.87
272.495833|+36.466389|18 09 59.0|+36 27 59| 5.58| 0.91
274.503750|-68.229167|18 18 00.9|-68 13 45| 6.33|-0.04
270.014167|+80.000833|18 00 03.4|+80 00 03| 6.04| 0.51
270.038333|+80.004167|18 00 09.2|+80 00 15| 5.68| 0.50
262.700000|+86.968056|17 30 48.0|+86 58 05| 5.79| 0.25
273.440833|-21.058889|18 13 45.8|-21 03 32| 3.86| 0.23
273.291667| -4.011667|18 13 10.0|-04 00 42| 6.59| 0.27
272.937917|+33.446944|18 11 45.1|+33 26 49| 5.88| 0.01
272.975833|+31.405278|18 11 54.2|+31 24 19| 4.97| 1.65
273.566250|-21.713056|18 14 15.9|-21 42 47| 5.44| 1.52
272.631667|+54.286667|18 10 31.6|+54 17 12| 5.95| 0.94
273.969583|-44.206667|18 15 52.7|-44 12 24| 5.46| 0.96
274.281250|-56.023333|18 17 07.5|-56 01 24| 5.33|-0.05
273.318750|+21.880278|18 13 16.5|+21 52 49| 6.12| 1.47
274.253750|-51.068333|18 17 00.9|-51 04 06| 6.06|-0.06
273.803750|-20.728333|18 15 12.9|-20 43 42| 5.38| 0.07
273.803750|-20.388056|18 15 12.9|-20 23 17| 5.95| 0.02
273.177500|+41.146944|18 12 42.6|+41 08 49| 6.36| 1.03
273.878333|-18.661389|18 15 30.8|-18 39 41| 6.07| 0.20
273.270000|+38.773611|18 13 04.8|+38 46 25| 6.04|-0.08
272.779583|+60.409444|18 11 07.1|+60 24 34| 6.49| 0.00
274.917500|-63.886944|18 19 40.2|-63 53 13| 6.18| 0.58
275.900417|-75.044167|18 23 36.1|-75 02 39| 5.47| 0.02
273.991667| -3.617500|18 15 58.0|-03 37 03| 6.36| 0.20
273.683333|+29.207222|18 14 44.0|+29 12 26| 6.56| 0.54
274.406667|-36.761667|18 17 37.6|-36 45 42| 3.11| 1.56
274.400417|-34.107222|18 17 36.1|-34 06 26| 6.16|-0.11
274.023333| +2.377778|18 16 05.6|+02 22 40| 6.01| 1.59
274.350000|-28.652500|18 17 24.0|-28 39 09| 6.19| 0.18
274.348750|-28.289167|18 17 23.7|-28 17 21| 6.40| 0.54
277.331250|-80.232778|18 29 19.5|-80 13 58| 5.95| 1.16
274.298333|-17.373889|18 17 11.6|-17 22 26| 5.75| 1.58
274.666667|-42.288333|18 18 40.0|-42 17 18| 6.30|-0.11
274.221250| -3.007222|18 16 53.1|-03 00 26| 6.00| 0.89
274.368750|-18.463333|18 17 28.5|-18 27 48| 6.54| 0.11
274.513333|-27.042500|18 18 03.2|-27 02 33| 4.65| 1.66
274.350833| -9.758611|18 17 24.2|-09 45 31| 6.31| 0.38
274.270000| +1.005833|18 17 04.8|+01 00 21| 6.63| 0.31
273.911667|+42.159444|18 15 38.8|+42 09 34| 5.59|-0.10
274.673750|-25.604722|18 18 41.7|-25 36 17| 6.51| 1.34
273.885833|+45.209444|18 15 32.6|+45 12 34| 6.29| 0.62
274.680417|-18.619444|18 18 43.3|-18 37 10| 6.84| 0.31
273.671250|+56.588333|18 14 41.1|+56 35 18| 6.37| 0.34
273.474167|+64.397222|18 13 53.8|+64 23 50| 5.03| 0.38
274.512083|+13.776944|18 18 02.9|+13 46 37| 6.30|-0.03
274.532083|+18.131389|18 18 07.7|+18 07 53| 5.99| 0.03
274.278333|+40.936667|18 17 06.8|+40 56 12| 6.11| 0.99
274.532083|+23.296667|18 18 07.7|+23 17 48| 6.63|
275.806667|-61.493889|18 23 13.6|-61 29 38| 4.36| 1.48
275.230417|-37.487500|18 20 55.3|-37 29 15| 6.45| 1.31
274.789583| +7.259722|18 19 09.5|+07 15 35| 5.39| 1.07
275.036667|-15.831667|18 20 08.8|-15 49 54| 5.39| 1.47
275.248750|-29.828056|18 20 59.7|-29 49 41| 2.70| 1.38
274.794583|+24.446111|18 19 10.7|+24 26 46| 5.27| 1.53
275.380833|-24.915000|18 21 31.4|-24 54 54| 6.25| 1.84
275.577500|-38.656944|18 22 18.6|-38 39 25| 5.10| 1.49
275.346250|-18.860000|18 21 23.1|-18 51 36| 5.75| 0.94
275.500833|-28.430000|18 22 00.2|-28 25 48| 6.16| 0.26
273.820833|+68.755833|18 15 17.0|+68 45 21| 5.95| 1.06
275.217083| +3.377222|18 20 52.1|+03 22 38| 4.86| 0.91
274.967083|+29.666111|18 19 52.1|+29 39 58| 5.99| 1.29
275.074583|+21.961389|18 20 17.9|+21 57 41| 4.95| 1.59
275.327500| -2.898889|18 21 18.6|-02 53 56| 3.26| 0.94
275.721250|-36.669444|18 22 53.1|-36 40 10| 5.34|-0.14
276.381250|-63.021389|18 25 31.5|-63 01 17| 6.14| 0.20
274.965417|+36.064444|18 19 51.7|+36 03 52| 4.33| 1.17
275.368750| +5.435833|18 21 28.5|+05 26 09| 6.13|-0.04
275.870417|-36.238333|18 23 28.9|-36 14 18| 5.55| 1.02
276.075833|-44.110278|18 24 18.2|-44 06 37| 5.25|-0.19
275.237917|+29.858889|18 20 57.1|+29 51 32| 5.63| 0.21
275.254167|+28.870000|18 21 01.0|+28 52 12| 5.12| 0.20
275.759167|-10.218611|18 23 02.2|-10 13 07| 6.33| 0.14
276.042917|-34.384722|18 24 10.3|-34 23 05| 1.85|-0.03
274.983750|+51.347778|18 19 56.1|+51 20 52| 6.30| 1.10
275.800833|-12.014722|18 23 12.2|-12 00 53| 5.73| 0.01
275.536250|+23.285278|18 22 08.7|+23 17 07| 5.41| 1.60
275.647083|+12.028889|18 22 35.3|+12 01 44| 5.89| 0.04
275.914583| -8.934167|18 23 39.5|-08 56 03| 4.68| 0.95
275.704167|+17.826667|18 22 49.0|+17 49 36| 5.25| 1.27
275.279583|+49.725556|18 21 07.1|+49 43 32| 6.40| 1.07
275.762083|+16.688056|18 23 02.9|+16 41 17| 6.22| 1.20
276.256250|-30.756667|18 25 01.5|-30 45 24| 5.60| 1.14
276.340417|-35.991667|18 25 21.7|-35 59 30| 6.15| 1.00
276.014583| -3.583333|18 24 03.5|-03 35 00| 6.38| 0.34
275.386250|+49.121667|18 21 32.7|+49 07 18| 5.05| 1.66
276.175417| -7.075278|18 24 42.1|-07 04 31| 6.31| 1.16
276.477500|-33.945278|18 25 54.6|-33 56 43| 6.30|-0.08
276.724583|-48.116944|18 26 53.9|-48 07 01| 5.46| 0.84
275.924583|+21.769722|18 23 41.9|+21 46 11| 3.84| 1.18
276.337500|-20.541667|18 25 21.0|-20 32 30| 4.81| 1.31
276.743333|-45.968333|18 26 58.4|-45 58 06| 3.51|-0.17
276.237500| -1.579444|18 24 57.0|-01 34 46| 6.15| 0.37
278.230417|-73.965556|18 32 55.3|-73 57 56| 5.89| 0.98
276.286667| +5.084722|18 25 08.8|+05 05 05| 6.74| 0.02
275.989167|+38.739167|18 23 57.4|+38 44 21| 6.36|
276.411667| +8.031944|18 25 38.8|+08 01 55| 5.65| 0.92
276.057500|+39.507222|18 24 13.8|+39 30 26| 5.12| 0.03
276.243750|+27.395278|18 24 58.5|+27 23 43| 6.27| 0.05
277.207917|-49.070833|18 28 49.9|-49 04 15| 4.13| 1.02
276.480833|+14.966667|18 25 55.4|+14 58 00| 6.37| 0.01
276.956250|-29.816389|18 27 49.5|-29 48 59| 5.92| 0.52
277.486250|-57.523056|18 29 56.7|-57 31 23| 5.76| 0.98
276.932500|-26.634722|18 27 43.8|-26 38 05| 6.31| 0.26
277.112917|-38.995556|18 28 27.1|-38 59 44| 5.64| 0.13
275.949167|+53.300833|18 23 47.8|+53 18 03| 6.32| 0.16
280.558750|-81.807778|18 42 14.1|-81 48 28| 6.27|-0.13
276.992500|-25.421667|18 27 58.2|-25 25 18| 2.81| 1.04
277.025833|-26.757222|18 28 06.2|-26 45 26| 6.27| 0.16
277.303750|-43.845833|18 29 12.9|-43 50 45| 6.36| 0.90
277.843333|-62.278333|18 31 22.4|-62 16 42| 4.64|-0.11
276.495000|+29.828889|18 25 58.8|+29 49 44| 5.83| 0.06
276.802083| +0.196111|18 27 12.5|+00 11 46| 5.21| 0.50
276.985417|-17.800000|18 27 56.5|-17 48 00| 6.20| 0.01
275.189583|+71.337778|18 20 45.5|+71 20 16| 4.22|-0.10
277.320000|-38.851111|18 29 16.8|-38 51 04| 6.63|-0.02
277.482500|-47.220278|18 29 55.8|-47 13 13| 5.70| 1.26
275.977083|+58.800556|18 23 54.5|+58 48 02| 4.98| 0.08
276.670417|+26.449444|18 26 40.9|+26 26 58| 6.53|-0.11
276.959583| +3.748611|18 27 50.3|+03 44 55| 6.07| 1.62
277.239167|-26.581667|18 28 57.4|-26 34 54| 6.50| 0.11
275.264167|+72.732778|18 21 03.4|+72 43 58| 3.57| 0.49
276.995000| +6.194167|18 27 58.8|+06 11 39| 5.73|-0.03
277.341667|-25.256389|18 29 22.0|-25 15 23| 6.59| 0.07
277.299583|-14.565833|18 29 11.9|-14 33 57| 4.70| 0.06
277.762500|-41.913611|18 31 03.0|-41 54 49| 6.04| 0.14
277.445000|-14.581667|18 29 46.8|-14 34 54| 5.96|-0.04
277.549583|-18.728889|18 30 11.9|-18 43 44| 5.66| 1.06
277.939167|-45.915000|18 31 45.4|-45 54 54| 4.96|-0.11
277.420833| -1.985278|18 29 41.0|-01 59 07| 5.39| 0.96
277.770000|-32.989167|18 31 04.8|-32 59 21| 5.34| 0.16
277.984167|-43.507778|18 31 56.2|-43 30 28| 5.72| 1.34
278.008333|-45.757222|18 32 02.0|-45 45 26| 5.07|-0.14
278.372917|-58.709167|18 33 29.5|-58 42 33| 6.44| 0.68
277.559583| -5.724167|18 30 14.3|-05 43 27| 6.28| 0.95
277.521250| +4.065278|18 30 05.1|+04 03 55| 6.69| 0.11
278.089167|-39.703889|18 32 21.4|-39 42 14| 5.16| 0.08
277.398750|+23.866111|18 29 35.7|+23 51 58| 5.90|-0.10
277.859583|-18.402778|18 31 26.3|-18 24 10| 5.14| 0.00
276.496250|+65.563611|18 25 59.1|+65 33 49| 4.82| 1.19
277.857083|-10.795833|18 31 25.7|-10 47 45| 5.72| 0.24
277.972083|-19.125000|18 31 53.3|-19 07 30| 6.68| 1.13
278.253750|-39.892222|18 33 00.9|-39 53 32| 6.22| 0.42
276.926250|+59.549167|18 27 42.3|+59 32 57| 6.43|
277.673333|+20.815278|18 30 41.6|+20 48 55| 6.50| 0.79
278.375833|-42.312500|18 33 30.2|-42 18 45| 4.64| 1.01
278.347083|-38.720278|18 33 23.3|-38 43 13| 6.32|
278.346250|-38.726111|18 33 23.1|-38 43 34| 5.65|-0.06
278.630000|-52.891944|18 34 31.2|-52 53 31| 6.22| 1.25
277.768333|+16.928611|18 31 04.4|+16 55 43| 5.77| 0.04
278.086667|-14.644167|18 32 20.8|-14 38 39| 6.37| 0.22
277.987500| -1.003056|18 31 57.0|-01 00 11| 5.94| 0.16
278.029167| +3.659722|18 32 07.0|+03 39 35| 6.43|-0.04
278.180417|-14.865556|18 32 43.3|-14 51 56| 5.50| 1.97
278.490833|-33.016667|18 33 57.8|-33 01 00| 5.28|-0.11
278.472917|-24.032500|18 33 53.5|-24 01 57| 5.49| 1.79
278.412500|-14.853611|18 33 39.0|-14 51 13| 5.76| 0.04
278.345417| -5.911389|18 33 22.9|-05 54 41| 6.36| 0.02
282.991250|-83.316389|18 51 57.9|-83 18 59| 7.16| 1.26
278.636667|-24.222500|18 34 32.8|-24 13 21| 6.51| 0.54
278.192500|+23.616944|18 32 46.2|+23 37 01| 5.84| 1.46
278.347083| +8.268333|18 33 23.3|+08 16 06| 6.42|-0.03
278.207917|+30.554167|18 32 49.9|+30 33 15| 5.48|-0.10
278.838750|-20.840833|18 35 21.3|-20 50 27| 6.48| 0.28
278.760000|-10.977222|18 35 02.4|-10 58 38| 5.14| 0.92
278.346250|+30.892500|18 33 23.1|+30 53 33| 6.59|-0.12
278.998750|-29.699167|18 35 59.7|-29 41 57| 6.37| 1.27
278.801667| -8.244167|18 35 12.4|-08 14 39| 3.85| 1.33
278.047500|+52.115556|18 32 11.4|+52 06 56| 6.56|-0.07
278.581667|+20.466389|18 34 19.6|+20 27 59| 6.57| 0.11
278.697917|+10.891667|18 34 47.5|+10 53 30| 6.40| 0.08
278.802500|+18.203333|18 35 12.6|+18 12 12| 5.78| 0.00
278.143750|+57.045556|18 32 34.5|+57 02 44| 4.77| 0.61
277.811667|+65.436111|18 31 14.8|+65 26 10| 6.59| 0.30
278.876667|+23.605556|18 35 30.4|+23 36 20| 5.61| 1.00
278.971667|+16.975556|18 35 53.2|+16 58 32| 6.21| 0.53
280.758750|-71.428056|18 43 02.1|-71 25 41| 4.01| 1.14
278.486250|+52.353611|18 33 56.7|+52 21 13| 5.36| 1.09
278.806250|+34.457778|18 35 13.5|+34 27 28| 6.10|-0.11
279.115833| +9.122500|18 36 27.8|+09 07 21| 5.39| 0.37
279.809583|-47.909722|18 39 14.3|-47 54 35| 5.86| 0.23
279.162917| +6.671944|18 36 39.1|+06 40 19| 5.45| 0.37
279.476667|-21.397778|18 37 54.4|-21 23 52| 5.94| 0.19
279.519167|-14.004722|18 38 04.6|-14 00 17| 6.47| 0.21
279.627917|-23.505000|18 38 30.7|-23 30 18| 5.81| 0.02
279.895833|-43.186111|18 39 35.0|-43 11 10| 5.37| 1.68
279.302500|+11.421667|18 37 12.6|+11 25 18| 6.42|-0.02
279.400000| -0.309444|18 37 36.0|-00 18 34| 5.75| 0.07
281.955833|-77.867222|18 47 49.4|-77 52 02| 6.39| 0.60
279.287500|+16.198333|18 37 09.0|+16 11 54| 6.29| 0.90
280.593750|-64.643056|18 42 22.5|-64 38 35| 6.37| 0.15
279.155000|+33.468889|18 36 37.2|+33 28 08| 5.42|-0.10
279.722500|-21.051944|18 38 53.4|-21 03 07| 5.86| 0.68
279.598750| -3.193611|18 38 23.7|-03 11 37| 6.49| 0.55
279.579583| -1.113333|18 38 19.1|-01 06 48| 6.66| 0.42
279.234583|+38.783611|18 36 56.3|+38 47 01| 0.03| 0.00
279.587500| +8.833889|18 38 21.0|+08 50 02| 6.40| 1.32
279.190000|+43.221944|18 36 45.6|+43 13 19| 6.20| 0.24
280.905000|-64.551111|18 43 37.2|-64 33 04| 5.78| 0.96
280.377500|-48.095000|18 41 30.6|-48 05 42| 6.49| 1.22
277.437083|+77.546944|18 29 44.9|+77 32 49| 5.64| 1.18
280.002083| -7.790556|18 40 00.5|-07 47 26| 5.84| 1.55
279.903750| +5.264167|18 39 36.9|+05 15 51| 6.38| 0.78
